t_const_Directors,n_const_Directors
tt0084426,nm0299588
tt0084427,nm0958189
tt0084428,nm0070391
tt0084429,nm0097796
tt0084430,nm0775534
tt0084431,nm0058959
tt0084432,nm0069166
tt0084433,nm0651848
tt0084434,nm0000431
tt0084435,nm0476806
tt0084436,nm0838936
tt0084437,nm0685923
tt0084438,nm0232795
tt0084439,nm0002157
tt0084440,nm0749914
tt0084441,nm0016462
tt0084442,nm2003566
tt0084443,nm0327304
tt0084444,nm0355032
tt0084445,nm0000338
tt0084447,nm0000382
tt0084448,nm0472638
tt0084449,nm0001238
tt0084450,nm0051059
tt0084451,nm0008244
tt0084452,nm0903505
tt0084453,nm0099560
tt0084454,nm0945282
tt0084455,nm0390874
tt0084456,nm0072733
tt0084457,nm0407990
tt0084458,nm0200712
tt0084459,nm0000776
tt0084460,nm0518470
tt0084461,nm0744364
tt0084462,nm0654839
tt0084463,nm0013706
tt0084464,nm0812874
tt0084465,nm0850601
tt0084466,nm0001880
tt0084467,nm0661345
tt0084468,nm0422252
tt0084469,nm0318795
tt0084470,nm0578370
tt0084471,nm0621594
tt0084472,nm0023929
tt0084473,nm0191109
tt0084474,nm0317411
tt0084475,nm0875744
tt0084476,nm0842944
tt0084477,nm0123273
tt0084478,nm0886085
tt0084479,nm0745603
tt0084480,nm0497379
tt0084481,nm0000419
tt0084482,nm0126864
tt0084483,nm0451940
tt0084484,nm0137830
tt0084485,nm0266668
tt0084486,nm0844641
tt0084487,nm0350990
tt0084488,nm0000464
tt0084489,nm0001801
tt0084490,nm0069170
tt0084491,nm0749914
tt0084492,nm0046554
tt0084493,nm0705084
tt0084494,nm0769615
tt0084495,nm0320946
tt0084496,nm0665057
tt0084497,nm0665057
tt0084498,nm0556498
tt0084499,nm0736394
tt0084500,nm0166023
tt0084501,nm0270413
tt0084502,nm0446837
tt0084503,nm0000570
tt0084504,nm0002175
tt0084505,nm0215659
tt0084506,nm0553941
tt0084507,nm0275269
tt0084508,nm0864078
tt0084509,nm0742034
tt0084510,nm0697821
tt0084511,nm0820896
tt0084512,nm0043622
tt0084513,nm0011897
tt0084514,nm0542951
tt0084515,nm0659609
tt0084516,nm0001361
tt0084517,nm0246607
tt0084518,nm0049494
tt0084519,nm0850122
tt0084520,\N
tt0084521,nm0595752
tt0084522,nm0163706
tt0084523,nm0328221
tt0084524,nm1590025
tt0084525,nm0827854
tt0084526,nm0596850
tt0084527,nm0759456
tt0084528,nm0003305
tt0084529,nm0267405
tt0084530,nm0548740
tt0084531,nm0324995
tt0084532,nm0004292
tt0084533,nm0227661
tt0084534,nm0085457
tt0084535,nm0065303
tt0084536,nm0048158
tt0084537,nm0558068
tt0084538,nm0086820
tt0084539,nm0001355
tt0084540,nm0092372
tt0084541,nm0881919
tt0084542,nm0087470
tt0084543,nm0521712
tt0084544,nm0326739
tt0084545,nm0409723
tt0084546,nm0338719
tt0084547,nm0194399
tt0084548,nm0003794
tt0084549,nm0001425
tt0084551,nm0152049
tt0084552,nm0195885
tt0084553,nm0606483
tt0084554,nm0231959
tt0084555,nm0688585
tt0084556,nm0169540
tt0084557,nm0950759
tt0084558,nm0785684
tt0084559,nm0374678
tt0084560,nm0688503
tt0084561,nm0139535
tt0084562,nm0335131
tt0084563,nm0591931
tt0084564,nm0015168
tt0084565,nm0001202
tt0084566,nm0749914
tt0084567,nm5048685
tt0084568,nm0001239
tt0084569,nm0044466
tt0084570,nm0523310
tt0084572,nm0554924
tt0084573,nm0614236
tt0084574,nm2073250
tt0084575,nm0009902
tt0084576,nm0233920
tt0084577,nm0872954
tt0084578,nm0746866
tt0084579,nm0695333
tt0084581,nm0692475
tt0084582,nm0338719
tt0084583,nm0032021
tt0084584,nm0196257
tt0084585,nm0806915
tt0084586,nm0838936
tt0084587,nm0943138
tt0084588,nm0006854
tt0084589,nm0897045
tt0084590,nm0108707
tt0084591,nm0589228
tt0084592,nm0001238
tt0084593,nm0000694
tt0084594,nm0159201
tt0084596,nm0940400
tt0084597,nm0493615
tt0084598,nm0788414
tt0084599,nm0242086
tt0084600,nm0840651
tt0084601,nm0871751
tt0084602,nm0000230
tt0084603,nm0353592
tt0084604,nm0090625
tt0084605,\N
tt0084606,nm0857352
tt0084607,nm0562251
tt0084608,nm0178114
tt0084609,nm0505697
tt0084610,nm0160655
tt0084611,nm0459369
tt0084612,nm0334554
tt0084613,nm0441501
tt0084614,nm0708646
tt0084615,nm0599037
tt0084616,nm0164102
tt0084618,nm0488225
tt0084619,nm1330678
tt0084620,nm0688949
tt0084621,nm0184170
tt0084622,nm0630572
tt0084623,nm0246222
tt0084624,nm0857734
tt0084625,nm0403794
tt0084626,nm0071157
tt0084627,nm0693041
tt0084628,nm0003408
tt0084629,nm0203246
tt0084630,nm0802692
tt0084631,nm0070867
tt0084632,nm0619102
tt0084633,nm0210472
tt0084634,nm0826642
tt0084635,nm0586198
tt0084636,nm0683578
tt0084637,nm0232795
tt0084638,nm0577263
tt0084639,nm0458242
tt0084640,nm0903088
tt0084641,nm0784808
tt0084642,nm0917158
tt0084643,nm0582650
tt0084645,nm0895844
tt0084646,nm0873385
tt0084647,nm0923571
tt0084648,nm0854697
tt0084649,nm0089940
tt0084650,nm0136642
tt0084651,nm0409757
tt0084652,nm0227187
tt0084653,nm0872442
tt0084654,nm0001202
tt0084655,nm0354476
tt0084656,nm0386382
tt0084657,nm0284642
tt0084658,nm0002337
tt0084659,nm0350992
tt0084660,\N
tt0084661,nm0195397
tt0084662,nm0555439
tt0084663,nm0422872
tt0084664,nm0069833
tt0084665,nm0894758
tt0084666,nm0572132
tt0084667,nm0802693
tt0084668,nm0151653
tt0084669,nm0201949
tt0084671,nm0514906
tt0084672,nm0779270
tt0084673,nm0863254
tt0084674,nm0840651
tt0084675,nm0000570
tt0084676,nm0722493
tt0084677,nm1280228
tt0084678,nm0398739
tt0084679,nm0657212
tt0084680,nm0048124
tt0084681,nm0491290
tt0084682,nm0562251
tt0084683,nm0881306
tt0084684,nm0588964
tt0084686,nm0521617
tt0084687,nm0393591
tt0084688,nm0077587
tt0084689,nm0155292
tt0084690,nm0677951
tt0084691,nm0082300
tt0084692,nm0402596
tt0084693,nm0862666
tt0084694,nm0136592
tt0084695,nm0427468
tt0084696,nm0199381
tt0084697,nm0786190
tt0084698,nm0782384
tt0084699,nm0631915
tt0084700,nm0317163
tt0084701,nm0413452
tt0084702,nm0619762
tt0084703,nm0738056
tt0084704,nm0322785
tt0084705,nm0031398
tt0084706,nm0826836
tt0084707,nm0001587
tt0084708,nm0442008
tt0084709,nm0660873
tt0084710,nm0456080
tt0084711,nm0805752
tt0084712,nm0159201
tt0084713,nm0464846
tt0084714,nm0467646
tt0084715,nm0467720
tt0084716,nm0301145
tt0084717,nm0148235
tt0084718,nm0768939
tt0084719,nm0002086
tt0084720,nm0229914
tt0084721,nm0513792
tt0084722,nm0001949
tt0084723,nm0933604
tt0084724,nm0902823
tt0084725,nm0000694
tt0084726,nm0583292
tt0084727,nm0393470
tt0084728,nm0000788
tt0084729,nm0486436
tt0084730,nm0500867
tt0084731,nm0444902
tt0084732,nm0000914
tt0084733,nm0474651
tt0084734,\N
tt0084735,nm0192446
tt0084736,nm0716739
tt0084737,nm0459170
tt0084738,nm2426812
tt0084739,nm0730586
tt0084740,nm0258977
tt0084741,nm0248529
tt0084742,nm0125909
tt0084743,nm0691358
tt0084744,nm0007147
tt0084745,nm0000127
tt0084747,nm0697660
tt0084748,nm0184643
tt0084749,nm0089502
tt0084750,nm0917358
tt0084751,nm1424036
tt0084752,nm0734897
tt0084753,nm0045880
tt0084754,nm0092853
tt0084755,nm0828540
tt0084756,nm0145309
tt0084757,nm0338719
tt0084758,nm0841416
tt0084759,nm0042500
tt0084760,nm0568029
tt0084761,nm0693157
tt0084762,nm0951215
tt0084763,nm0108465
tt0084764,nm0752960
tt0084765,nm0052792
tt0084766,nm0583800
tt0084767,nm0010573
tt0084768,nm0317411
tt0084769,nm0341001
tt0084770,nm0317411
tt0084771,nm0351746
tt0084772,nm0847109
tt0084774,nm0559538
tt0084775,nm0158797
tt0084776,nm0005196
tt0084777,nm0000783
tt0084778,nm0643171
tt0084779,nm0370868
tt0084780,nm0590525
tt0084781,nm0049728
tt0084782,nm0523439
tt0084783,nm0006853
tt0084784,nm0588553
tt0084785,nm0385450
tt0084786,nm0393212
tt0084787,nm0000118
tt0084788,nm0043169
tt0084789,nm0366314
tt0084790,nm0710787
tt0084791,nm0113499
tt0084792,nm0411753
tt0084793,nm0002254
tt0084794,nm0181505
tt0084795,nm0003403
tt0084796,nm1093785
tt0084797,nm0592922
tt0084798,nm0761739
tt0084799,nm0838757
tt0084800,nm0838757
tt0084801,nm1071884
tt0084802,nm0637279
tt0084803,nm0765121
tt0084804,nm0781477
tt0084805,nm0001628
tt0084806,nm0617492
tt0084807,nm0401176
tt0084808,nm0001901
tt0084809,nm0001149
tt0084810,nm0603422
tt0084811,nm0840098
tt0084812,nm0107664
tt0084813,nm0000934
tt0084814,nm0001175
tt0084815,nm0692475
tt0084817,nm0460007
tt0084818,nm0622020
tt0084820,nm0000814
tt0084821,nm0001874
tt0084822,nm0582543
tt0084823,nm0846314
tt0084824,nm0749914
tt0084825,nm0004372
tt0084826,nm0396421
tt0084827,nm0513974
tt0084828,nm0019841
tt0084829,nm0521334
tt0084830,nm0801561
tt0084831,nm0000265
tt0084832,nm0002726
tt0084833,\N
tt0084834,nm0638952
tt0084835,nm0051032
tt0084836,nm0580829
tt0084837,nm0442630
tt0084838,nm0016462
tt0084839,nm0657122
tt0084840,nm0665374
tt0084841,nm0347185
tt0084842,nm0583485
tt0084843,nm0218840
tt0084844,nm0954072
tt0084845,nm0463740
tt0084846,nm0728276
tt0084847,nm0079096
tt0084848,nm0688819
tt0084849,nm0104117
tt0084850,nm0890566
tt0084851,nm0591308
tt0084852,nm0520640
tt0084854,nm0353592
tt0084855,nm0001486
tt0084856,nm0953790
tt0084857,nm0259474
tt0084858,nm0953130
tt0084860,nm0009376
tt0084861,nm0792446
tt0084862,nm0716753
tt0084863,nm0049617
tt0084864,nm0293197
tt0084865,nm0001175
tt0084866,nm0007131
tt0084867,nm0527350
tt0084868,nm0000318
tt0084869,nm0559769
tt0084870,nm0210701
tt0084871,nm0477751
tt0084872,nm0815784
tt0084873,nm0752922
tt0084874,nm0305054
tt0084875,nm0707597
tt0084876,nm0463926
tt0084877,nm0038989
tt0084878,nm0229741
tt0084879,nm0670757
tt0084880,nm0162030
tt0084881,nm0441540
tt0084882,nm0258226
tt0084883,nm0408504
tt0084884,nm0548740
tt0084885,nm1282261
tt0084886,nm0005680
tt0084887,nm0170113
tt0084888,\N
tt0084889,nm0680737
tt0084890,nm0865440
tt0084891,nm0505697
tt0084892,nm0842664
tt0084893,nm0042705
tt0084894,nm0113845
tt0084895,nm0680097
tt0084896,nm0432707
tt0084897,nm0894201
tt0084898,nm0434095
tt0084899,nm0002087
tt0084900,nm0527167
tt0084901,nm0154827
tt0084902,nm0157809
tt0084903,nm0135781
tt0084904,nm0013869
tt0084905,nm0494885
tt0084906,nm0951731
tt0084907,nm0177034
tt0084908,nm0509409
tt0084909,nm0160480
tt0084910,nm0832559
tt0084911,nm0316830
tt0084912,nm0398801
tt0084913,nm0151764
tt0084914,nm0316830
tt0084915,nm0090015
tt0084916,nm0115185
tt0084917,nm0001351
tt0084918,nm0165965
tt0084919,nm0755963
tt0084920,nm0112218
tt0084921,nm0151653
tt0084922,nm0497379
tt0084923,nm0952480
tt0084924,nm0155642
tt0084925,nm0514905
tt0084926,nm0838936
tt0084927,nm0665057
tt0084928,nm0673755
tt0084929,nm0502987
tt0084931,nm0769874
tt0084932,nm0505204
tt0084933,nm0800533
tt0084934,nm0351410
tt0084935,nm0546672
tt0084936,nm0939147
tt0084938,nm0005190
tt0084939,nm0514906
tt0084940,nm0284011
tt0084941,nm1153884
tt0084942,nm0355205
tt0084943,nm0895873
tt0084944,nm0061220
tt0084945,nm0742820
tt0084946,nm0312078
tt0084947,nm0948240
tt0084948,nm0491547
tt0084949,nm0452220
tt0084950,nm0775780
tt0084951,nm0705649
tt0084952,nm0411958
tt0084953,nm0388956
tt0084954,nm0407125
tt0084955,nm0874676
tt0084956,nm0333705
tt0084957,nm0919339
tt0084958,nm0654839
tt0084959,nm0524621
tt0084960,nm0469650
tt0084961,nm0454879
tt0084962,nm0335133
tt0084963,nm0874096
tt0084964,nm0308319
tt0084965,nm0034899
tt0084966,nm0871541
tt0084967,nm0468066
tt0084968,nm0695779
tt0084969,nm0239291
tt0084970,nm0666362
tt0084971,nm0054402
tt0084972,nm0629363
tt0084973,nm0200022
tt0084974,nm0271025
tt0084975,nm0257992
tt0084976,nm1866157
tt0084977,nm0633620
tt0084978,nm0441914
tt0084979,nm0871541
tt0084980,nm0911870
tt0084981,nm0336139
tt0084982,nm0718467
tt0084983,nm1200833
tt0084984,nm0131769
tt0084985,nm0792120
tt0084986,nm0084642
tt0084987,nm0606807
tt0084988,nm0788724
tt0084989,nm0920862
tt0084990,nm0123383
tt0084991,nm0154038
tt0084992,nm0236930
tt0084993,nm0642517
tt0084994,nm0835799
tt0084995,nm0029270
tt0084996,nm0006837
tt0084997,nm0518719
tt0084998,nm0291125
tt0084999,nm0068009
tt0085000,nm0723664
tt0085001,nm0048337
tt0085002,nm0827839
tt0085003,nm0610702
tt0085004,nm0827107
tt0085005,nm0583279
tt0085006,nm0004306
tt0085007,nm0811185
tt0085008,nm0629363
tt0085010,nm0240327
tt0085011,nm0316685
tt0085012,nm0004886
tt0085013,nm0201375
tt0085014,nm0123863
tt0085015,nm0100681
tt0085016,nm0625379
tt0085017,nm0930489
tt0085019,nm0598214
tt0085020,nm0528360
tt0085021,nm0369359
tt0085022,nm0082543
tt0085023,nm0234462
tt0085024,nm0934863
tt0085025,\N
tt0085026,nm0432501
tt0085027,\N
tt0085028,nm0590113
tt0085029,nm0171619
tt0085030,nm0232702
tt0085031,nm0500609
tt0085032,nm0478728
tt0085033,nm0223403
tt0085034,nm0412849
tt0085035,\N
tt0085036,nm0113236
tt0085037,nm0025504
tt0085038,nm0239291
tt0085039,nm0259326
tt0085040,nm0126448
tt0085041,nm0082676
tt0085042,nm0879483
tt0085043,nm0229260
tt0085044,nm0323795
tt0085045,nm0537697
tt0085046,\N
tt0085047,nm0922585
tt0085048,nm0676336
tt0085049,nm0512327
tt0085050,nm0694516
tt0085051,nm0271708
tt0085052,nm0318448
tt0085053,\N
tt0085054,nm0895389
tt0085055,nm0094120
tt0085056,nm0107757
tt0085057,nm0671984
tt0085058,nm0226200
tt0085059,nm0386583
tt0085060,nm4681302
tt0085061,nm0267862
tt0085062,nm0258917
tt0085063,nm0933259
tt0085064,nm0680671
tt0085065,nm0145376
tt0085066,nm0329445
tt0085067,nm0516568
tt0085068,nm0297523
tt0085070,nm0387599
tt0085072,nm0850893
tt0085075,nm2936639
tt0085076,nm0031246
tt0085077,nm0132709
tt0085078,nm0149548
tt0085079,nm0037790
tt0085080,nm0256495
tt0085081,nm0678928
tt0085082,nm0488643
tt0085083,nm0938352
tt0085084,nm0088121
tt0085085,nm0089276
tt0085086,nm0440757
tt0085087,nm0365192
tt0085088,nm0177356
tt0085089,nm0154038
tt0085090,nm0666362
tt0085091,nm0239291
tt0085092,nm0847187
tt0085093,nm0153346
tt0085094,nm0384987
tt0085095,nm0262801
tt0085096,nm0249923
tt0085097,nm0350323
tt0085098,nm0854140
tt0085099,nm0766777
tt0085100,nm0210454
tt0085101,nm0241174
tt0085102,nm0141961
tt0085103,nm0005640
tt0085104,\N
tt0085105,nm0662053
tt0085106,nm0425540
tt0085107,nm0658482
tt0085108,nm0236930
tt0085109,nm0445238
tt0085110,nm0468609
tt0085111,nm0870306
tt0085112,nm0193303
tt0085113,nm0175430
tt0085114,nm0789033
tt0085115,nm0802341
tt0085116,nm0568535
tt0085117,\N
tt0085118,nm0064593
tt0085119,nm0469803
tt0085120,nm0382296
tt0085121,nm0496746
tt0085122,nm0343276
tt0085123,nm0079096
tt0085124,nm0144758
tt0085125,nm0553941
tt0085126,nm0796973
tt0085127,nm0005033
tt0085128,nm0273726
tt0085129,nm0894347
tt0085130,nm0011773
tt0085131,nm0802377
tt0085132,nm0209994
tt0085133,nm0389386
tt0085134,nm0553941
tt0085135,nm0619321
tt0085136,nm0875744
tt0085137,nm0313489
tt0085138,nm0412676
tt0085139,nm0520640
tt0085140,nm0287821
tt0085141,nm0003606
tt0085142,nm0209180
tt0085143,nm0654839
tt0085144,nm0284535
tt0085145,nm0411025
tt0085146,nm0481838
tt0085147,nm0509537
tt0085148,nm0557170
tt0085149,nm0951373
tt0085150,nm0700205
tt0085151,nm0317856
tt0085152,nm0024888
tt0085153,nm0788609
tt0085154,nm0152469
tt0085155,nm0736041
tt0085156,nm0564260
tt0085157,nm0713686
tt0085158,nm0335133
tt0085159,nm0281507
tt0085160,nm0768899
tt0085161,nm0405440
tt0085162,nm0649012
tt0085163,nm0482670
tt0085164,nm0607508
tt0085165,nm0851253
tt0085166,nm0959967
tt0085167,nm0775285
tt0085168,nm0000380
tt0085169,nm0927445
tt0085170,nm0958890
tt0085171,nm0237897
tt0085172,nm0001901
tt0085174,nm0259589
tt0085175,nm0879283
tt0085176,nm0139912
tt0085177,nm0476620
tt0085178,nm0631539
tt0085179,nm0805073
tt0085180,nm0000975
tt0085181,nm0043622
tt0085182,nm0097259
tt0085183,nm0001090
tt0085184,nm0176277
tt0085185,nm0042155
tt0085186,nm0151653
tt0085187,nm0491626
tt0085188,nm0382638
tt0085189,nm0283668
tt0085190,nm0257992
tt0085191,nm0498877
tt0085192,nm0537505
tt0085193,nm0344888
tt0085194,nm0295019
tt0085195,nm0460176
tt0085196,nm0476113
tt0085197,nm0900947
tt0085198,nm0442819
tt0085199,nm0833417
tt0085200,nm0317856
tt0085201,nm0580829
tt0085202,nm0632856
tt0085203,nm0211889
tt0085204,nm0872062
tt0085205,nm0295680
tt0085206,nm0881245
tt0085207,nm0827854
tt0085208,nm0000626
tt0085209,nm0720586
tt0085210,nm0742819
tt0085211,nm0005033
tt0085212,nm0005639
tt0085213,nm0778633
tt0085214,nm0628959
tt0085215,nm0050126
tt0085216,nm0142517
tt0085217,nm3037086
tt0085218,nm0556048
tt0085219,nm0312688
tt0085220,nm0161621
tt0085222,nm0532263
tt0085223,nm0720586
tt0085224,nm0465034
tt0085225,nm0444902
tt0085226,nm0730237
tt0085227,nm0229805
tt0085228,nm0029544
tt0085229,nm0217974
tt0085230,nm0387140
tt0085231,nm0769615
tt0085232,nm0585135
tt0085233,nm0596701
tt0085234,nm0427880
tt0085235,nm0031398
tt0085236,nm0533334
tt0085237,nm0309243
tt0085238,nm0586482
tt0085239,nm0529215
tt0085240,nm0604335
tt0085241,nm0161621
tt0085243,nm0874320
tt0085244,nm0001410
tt0085245,nm0004365
tt0085246,nm0464951
tt0085247,nm0656108
tt0085248,nm0198395
tt0085249,nm0612474
tt0085250,nm0559769
tt0085251,nm0097541
tt0085252,nm0001565
tt0085253,nm0342626
tt0085254,nm0584474
tt0085255,nm0000824
tt0085256,nm2880142
tt0085257,nm0001238
tt0085258,nm0937254
tt0085259,nm0936851
tt0085260,nm0950710
tt0085261,nm0079906
tt0085262,nm0481681
tt0085263,nm0386382
tt0085264,nm0639296
tt0085265,nm0288476
tt0085266,nm0518579
tt0085267,nm0001962
tt0085268,nm0753875
tt0085269,nm0873608
tt0085270,nm0001238
tt0085271,nm0874320
tt0085272,nm0701773
tt0085273,nm0429517
tt0085274,nm0602137
tt0085275,nm0000837
tt0085276,nm0564319
tt0085277,nm0576261
tt0085278,nm0629774
tt0085279,nm0166074
tt0085280,nm0446837
tt0085281,nm0879195
tt0085282,nm0755906
tt0085283,nm0886789
tt0085284,nm0152699
tt0085285,nm0181538
tt0085286,nm0657469
tt0085287,nm0415617
tt0085288,nm0334353
tt0085289,nm0092372
tt0085290,nm0078155
tt0085291,nm0718082
tt0085292,nm0923613
tt0085293,\N
tt0085294,nm0654843
tt0085295,nm0776209
tt0085296,nm0507690
tt0085297,nm0767022
tt0085298,nm0271414
tt0085299,nm0562942
tt0085300,nm0605031
tt0085301,nm0441804
tt0085302,nm0841416
tt0085303,nm0000877
tt0085304,nm0672449
tt0085305,nm0001238
tt0085306,nm0248588
tt0085307,nm0215892
tt0085308,nm0182275
tt0085309,nm0224272
tt0085310,nm0209154
tt0085311,nm0091343
tt0085312,nm0894074
tt0085313,nm0271708
tt0085314,nm0207010
tt0085315,nm0246986
tt0085316,nm0539361
tt0085318,nm0629418
tt0085319,nm0387301
tt0085320,nm0410139
tt0085321,nm0514906
tt0085322,nm0283698
tt0085323,nm0747985
tt0085324,nm0126864
tt0085325,nm0514898
tt0085326,nm0943195
tt0085327,nm0179281
tt0085328,nm0000972
tt0085329,\N
tt0085330,nm0586563
tt0085331,nm0206560
tt0085332,nm0765121
tt0085333,nm0000118
tt0085334,nm0163706
tt0085335,nm0125909
tt0085336,nm0497379
tt0085337,nm0760072
tt0085338,nm0284638
tt0085339,nm0037130
tt0085340,nm0744794
tt0085341,nm0496312
tt0085342,nm0562266
tt0085343,nm0279345
tt0085344,nm0704033
tt0085345,nm0518363
tt0085346,nm0137573
tt0085348,nm0476806
tt0085349,nm0841416
tt0085350,nm0920862
tt0085351,nm0148115
tt0085353,nm0323744
tt0085354,nm0891554
tt0085355,nm0739124
tt0085356,nm0002086
tt0085357,nm0881221
tt0085359,\N
tt0085360,nm0206560
tt0085361,nm0220828
tt0085362,nm0796275
tt0085363,nm0593262
tt0085364,nm0379445
tt0085365,nm0064394
tt0085366,nm0264967
tt0085367,nm0382942
tt0085368,nm0336076
tt0085369,nm0204471
tt0085370,nm0476123
tt0085371,nm0520440
tt0085372,nm0459908
tt0085373,nm0417054
tt0085374,nm0305054
tt0085375,nm0001471
tt0085376,nm0610303
tt0085377,nm0220227
tt0085378,nm0479721
tt0085379,nm0528420
tt0085380,nm0728688
tt0085381,nm0217005
tt0085382,nm0853546
tt0085383,nm0654839
tt0085384,nm0001175
tt0085385,nm0162992
tt0085386,nm0584474
tt0085387,nm0001708
tt0085388,nm0684154
tt0085389,nm0159201
tt0085390,nm0571781
tt0085391,nm0707981
tt0085392,nm0613487
tt0085393,nm0234460
tt0085394,nm0053484
tt0085395,nm0541094
tt0085396,nm0872809
tt0085397,nm0452102
tt0085398,nm0001486
tt0085399,nm0317413
tt0085400,nm0849609
tt0085402,nm0151764
tt0085403,\N
tt0085404,nm0583292
tt0085405,nm0217201
tt0085406,nm0468581
tt0085407,nm0000343
tt0085408,nm0355181
tt0085409,nm0007477
tt0085410,nm0911926
tt0085411,nm0220895
tt0085412,nm0001243
tt0085413,nm0936451
tt0085414,nm0523711
tt0085415,nm0625287
tt0085416,nm0139753
tt0085417,nm0880075
tt0085418,nm0307821
tt0085419,nm1669042
tt0085420,nm0179278
tt0085421,nm0487837
tt0085422,nm0355032
tt0085423,nm0398849
tt0085425,nm0555722
tt0085426,nm0000108
tt0085427,nm0017142
tt0085428,nm0201035
tt0085429,nm0739388
tt0085430,nm0369858
tt0085432,nm0411556
tt0085433,nm0947877
tt0085434,nm0518579
tt0085435,nm0112687
tt0085436,nm0002411
tt0085437,nm0946878
tt0085438,nm0179278
tt0085439,nm0001469
tt0085440,nm0312911
tt0085441,nm0548095
tt0085442,nm0064961
tt0085443,nm0491290
tt0085444,nm0075675
tt0085445,nm0470729
tt0085446,nm0068871
tt0085447,nm0257698
tt0085448,nm0840905
tt0085449,nm0420068
tt0085450,nm0696309
tt0085451,nm0465461
tt0085452,nm0952272
tt0085453,nm0629309
tt0085454,nm0001352
tt0085455,nm0407098
tt0085456,nm0762638
tt0085457,nm0618425
tt0085458,nm0899945
tt0085459,nm0562266
tt0085460,nm0685625
tt0085461,nm0946811
tt0085462,nm0344230
tt0085463,nm0333492
tt0085465,nm0950970
tt0085466,nm0753208
tt0085467,nm0116188
tt0085468,nm0261490
tt0085469,nm0520485
tt0085470,nm0797526
tt0085471,nm0782381
tt0085472,nm0182465
tt0085473,nm0437596
tt0085474,nm0332985
tt0085475,nm0203429
tt0085477,nm0500988
tt0085478,nm0318150
tt0085479,nm0244999
tt0085480,nm2139946
tt0085481,nm0890518
tt0085482,nm0622695
tt0085483,nm0655870
tt0085484,nm0773168
tt0085485,nm0441914
tt0085486,nm0163095
tt0085487,nm0001238
tt0085488,nm0637962
tt0085489,nm0308042
tt0085490,nm0240337
tt0085491,nm0850212
tt0085492,nm0772259
tt0085493,nm0042155
tt0085494,nm0583287
tt0085495,nm0542406
tt0085496,nm0000264
tt0085497,nm0376033
tt0085498,nm0538105
tt0085499,nm0840779
tt0085500,nm0579794
tt0085501,nm0346087
tt0085502,nm1396631
tt0085503,nm0396284
tt0085504,nm3817998
tt0085505,nm0419237
tt0085506,nm0072329
tt0085508,nm0381638
tt0085509,nm0079729
tt0085510,nm0350055
tt0085511,nm0340220
tt0085512,nm0944365
tt0085513,nm0864812
tt0085514,nm0002189
tt0085515,nm0189484
tt0085516,nm0033420
tt0085517,nm0943044
tt0085518,nm0777291
tt0085519,nm0344271
tt0085520,nm0220019
tt0085521,nm0414302
tt0085522,nm0685625
tt0085523,nm0830654
tt0085524,nm0661345
tt0085525,nm0344875
tt0085526,nm0099379
tt0085527,nm0161615
tt0085528,nm0199660
tt0085529,nm0088397
tt0085530,nm0290877
tt0085531,nm0159201
tt0085532,nm0875291
tt0085533,nm0396284
tt0085534,nm0695821
tt0085535,nm0349426
tt0085536,nm0625896
tt0085537,nm0723629
tt0085538,nm0717154
tt0085539,nm0228895
tt0085540,nm0346297
tt0085541,nm0206646
tt0085542,nm0000835
tt0085543,nm0872809
tt0085544,nm0175264
tt0085545,nm0950489
tt0085546,nm0522604
tt0085547,nm0381230
tt0085548,nm0778993
tt0085549,nm0001490
tt0085550,nm0220795
tt0085551,nm0035106
tt0085552,nm0032021
tt0085553,nm0313249
tt0085554,nm0677551
tt0085555,\N
tt0085556,nm0834028
tt0085557,nm0625379
tt0085558,nm0776317
tt0085559,nm0088498
tt0085560,nm0238621
tt0085561,nm0675479
tt0085562,nm0000425
tt0085563,nm0686330
tt0085564,nm0322560
tt0085565,nm0281538
tt0085566,nm0247861
tt0085567,nm0706592
tt0085568,nm0769996
tt0085569,nm0290956
tt0085570,nm0955026
tt0085571,nm0371059
tt0085572,nm0603495
tt0085573,nm0411853
tt0085574,nm0383855
tt0085575,nm0000853
tt0085576,nm0767110
tt0085577,nm0149877
tt0085578,nm0858235
tt0085579,nm0301641
tt0085580,nm0954143
tt0085581,nm0317590
tt0085582,nm0001238
tt0085583,nm0173775
tt0085584,nm0205860
tt0085585,nm0002157
tt0085586,nm0070724
tt0085588,nm0003572
tt0085589,nm0573427
tt0085590,nm0338719
tt0085592,nm0223046
tt0085593,nm0542720
tt0085594,nm0865440
tt0085595,nm0438279
tt0085596,nm0224086
tt0085597,nm0002194
tt0085598,nm0464953
tt0085599,nm0631799
tt0085600,nm0953044
tt0085601,nm0005645
tt0085602,nm0853515
tt0085603,nm0825731
tt0085604,nm0444647
tt0085605,nm0527121
tt0085606,nm0006845
tt0085607,nm0150056
tt0085608,nm0958677
tt0085609,nm0387388
tt0085610,nm0798134
tt0085611,nm0226627
tt0085612,nm0776209
tt0085613,nm0256357
tt0085614,nm0174689
tt0085615,nm0000776
tt0085616,nm0656108
tt0085617,nm0719989
tt0085618,nm0576276
tt0085619,nm0002178
tt0085620,nm0559398
tt0085621,nm0579690
tt0085622,nm0097491
tt0085623,nm0580829
tt0085624,nm0637962
tt0085625,nm0526874
tt0085626,nm0151761
tt0085627,nm0002086
tt0085628,nm0950604
tt0085629,nm0150912
tt0085630,nm0413875
tt0085631,nm0299586
tt0085632,nm0814570
